Function Name, Cumulative Stack Size, Branch Type
"resume_from_sleep",1624,Recursive
"set_drc_filter_mute_flags_params",1624,Recursive
"smdl_rx_peek",1624,Recursive
"smp2pi_negotiate",1624,Recursive
"stream_router_svc_create_output_buffers",1624,Recursive
"sys_m_smsm_apps_set_stm",1624,Recursive
"tCnT2hJnToU4t2v",1624,Recursive
"transformUCS2UTF",1624,Recursive
"usm_session_mmpm_config",1624,Recursive
"vocsvc_avtimer_open_handle",1624,Recursive
"xport_uart_tx_cmd_ch_open",1624,Recursive
"AudPP_AddStaticTopologies",1616,Recursive
"C9JntUHTT2CXU24TH",1616,Recursive
"GkDTjVeDtRnpJRVaiRPHtHVRtaHtPVRH",1616,Recursive
"MMPM_Register_Ext",1616,Recursive
"PtJCTXnT2HhP24TH",1616,Recursive
"RU42RXAPna2R2HC",1616,Recursive
"TnJtC2ahP24TH",1616,Recursive
"TnJtC2hXP24TH",1616,Recursive
"XTnJtCCUTVCanH",1616,Recursive
"_Isdst",1616,Recursive
"init_spa_queue(topo_struct*, qurt_elite_queue_t*, unsigned long)",1616,Recursive
"AudPP_ProcessFormatConv(_AudPP_FormatConvType*, signed char*, unsigned long, unsigned long)",1616,Recursive
"Voc_Create_Encoder_CAPI(ICAPI**)",1616,Recursive
"AudPP_TryGetOutputBuffer(_ThisAudDynaPPSvc_t*)",1616,Recursive
"capi_v2_p_eq_cross_fade_init(capi_v2_p_eq*)",1616,Recursive
"equalizer_adjust_lib_size_reinit(capi_v2_p_eq*, unsigned long)",1616,Recursive
"stream_router_svc_custom_set_param(stream_router_svc_t*)",1616,Recursive
"vprx_get_delay_cmd(void*, elite_msg_any_t*)",1616,Recursive
"appi_dts_downmix_reinit(appi_t*, appi_format_t const*, appi_format_t*, appi_buf_t*)",1616,Recursive
"capi_v2_bassboost_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1616,Recursive
"vdec_set_oob_pkt_exchange_config(void*, elite_msg_any_t*)",1616,Recursive
"venc_set_oob_pkt_exchange_config(void*, elite_msg_any_t*)",1616,Recursive
"capi_v2_virtualizer_check_create_lib_instance(capi_v2_virtualizer*)",1616,Recursive
"CdolbyHeAAc::~CdolbyHeAAc()",1616,Recursive
"CCapiEposStylusEncoderLib::Init(CAPI_Buf_t*)",1616,Recursive
"fgvCommon::PPF_interp_fx(short*, long*, short, short)",1616,Recursive
"adsp_current_process_skel_invoke",1616,Recursive
"afe_add_static_topologies",1616,Recursive
"afe_capi_v2_create",1616,Recursive
"afe_port_create_buf",1616,Recursive
"alarm_handler",1616,Recursive
"amrwb_Reset_encoder",1616,Recursive
"amrwb_dtx_dec_init",1616,Recursive
"appi_eans_reinit",1616,Recursive
"appi_mbdrc_24bit_reinit",1616,Recursive
"ctm_conv_encoder_init",1616,Recursive
"ctm_viterbi_init",1616,Recursive
"diag_mask_change_notify",1616,Recursive
"diagcomm_io_smdl_send",1616,Recursive
"ds1_mpi_sub_abs",1616,Recursive
"lsm_add_static_topologies",1616,Recursive
"rcecb_signal_name",1616,Recursive
"rcevt_getcount_name",1616,Recursive
"rcevt_register_sigex_handle",1616,Recursive
"rcevt_unregister_sigex_name",1616,Recursive
"rpm_resource_compose_message",1616,Recursive
"siors_mdd_api_ioctl",1616,Recursive
"siors_mdd_api_open_stream",1616,Recursive
"smd_isr",1616,Recursive
"smdi_stream_state_update",1616,Recursive
"smp2p_modify_ex",1616,Recursive
"smp2p_write",1616,Recursive
"sys_m_unknown_msgs",1616,Recursive
"tCVnTJCX_UCnTCCanH",1616,Recursive
"voice_mmpm_config",1616,Recursive
"wls_save_version",1616,Recursive
"AFEIoctl",1608,Recursive
"AudioDecSvc_RequestDML",1608,Recursive
"C4JntzGTT2XUa24TH",1608,Recursive
"C9JntUHTT24XC24TH",1608,Recursive
"HAP_diag",1608,Recursive
"MMPM_Init",1608,Recursive
"MMPM_Init_Ext",1608,Recursive
"TS3pkC9q44HA2XVCrVPC24qSm23OD8UcVmobZXHCdTC9RDWmA49ARXVCrVPC24qSP",1608,Recursive
"VPPc7nhStHXmXC4VVOqJJV4",1608,Recursive
"XaHItPO1Ct48FHHh",1608,Recursive
"audio_if_read_i2s_fmt(afe_dev_port*, short*, unsigned long)",1608,Recursive
"audio_if_read_non_i2s_fmt(afe_dev_port*, short*, unsigned long)",1608,Recursive
"ultrasound_proc_svc_update_lib(ultrasound_proc_svc_t*, usm_enc_cfg_blk_param_t*)",1608,Recursive
"afe_port_cust_rx_client_connect(afe_dev_port*, elite_msg_any_t*, feedback_client_list_t**, short*, void**)",1608,Recursive
"appi_adjust_pbe_lib_size_reinit(_appi_pbe_t*)",1608,Recursive
"ultrasound_proc_svc_validate_cmd_write(ultrasound_proc_svc_t*, usm_data_cmd_write_v2_t*)",1608,Recursive
"capi_v2_bassboost_process_set_properties(capi_v2_bassboost_t*, capi_v2_proplist_t*)",1608,Recursive
"ultrasound_proc_svc_check_start_synchronization(ultrasound_proc_svc_t*)",1608,Recursive
"ultrasound_proc_svc_copy_tx_data_to_circ_buffers(ultrasound_proc_svc_t*, elite_msg_data_buffer_t*)",1608,Recursive
"allocate_memory(capi_v2_t**)",1608,Recursive
"allocate_memory(capi_v2_t**)",1608,Recursive
"create_capi_v2_from_amdb(capi_v2_t**, adsp_amdb_capi_v2_t*, capi_v2_proplist_t*) (.constprop.2)",1608,Recursive
"create_capi_v2_from_amdb(capi_v2_t**, adsp_amdb_capi_v2_t*, capi_v2_proplist_t*) (.constprop.2)",1608,Recursive
"create_capi_v2_from_list(capi_v2_t**, capi_v2_list_t const*, capi_v2_proplist_t*) (.constprop.3)",1608,Recursive
"vprx_destroy_yourself_cmd(void*, elite_msg_any_t*)",1608,Recursive
"appi_dts_downmix_set_param(appi_t*, unsigned long, appi_buf_t const*)",1608,Recursive
"capi_v2_swmad_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"CReverbLib::reverb_update_predelay(unsigned short)",1608,Recursive
"CMp3EncoderLib::CMp3EncoderLib(int&)",1608,Recursive
"CHpMp2DecoderLib::CHpMp2DecoderLib(unsigned short, int&)",1608,Recursive
"_rcxh_end",1608,Recursive
"_rtld_relocate_nonplt_objects",1608,Recursive
"afe_port_rate_match_info_reinit",1608,Recursive
"amrwb_div_s",1608,Recursive
"amrwb_dtx_dec_reset",1608,Recursive
"amrwb_dtx_enc_init",1608,Recursive
"appi_eans_init",1608,Recursive
"apr_log_pktv2_packet",1608,Recursive
"apr_smdl_write",1608,Recursive
"aprv2_ipc_send_dummy",1608,Recursive
"create_filt_mem",1608,Recursive
"ctm_deinit_buffersRx",1608,Recursive
"ctm_deinit_buffersTx",1608,Recursive
"ctm_deinit_ctm_receiver",1608,Recursive
"ctm_init_buffersRx",1608,Recursive
"ctm_init_buffersTx",1608,Recursive
"deinit_ctm_transmitter",1608,Recursive
"dma_open",1608,Recursive
"efr_div_s",1608,Recursive
"elite_mem_map_get_shm_attrib_ref_counted",1608,Recursive
"ipc_router_core_open",1608,Recursive
"ipc_router_inject_header_v3",1608,Recursive
"prof_enable_qurt_pmon",1608,Recursive
"raise",1608,Recursive
"rcevt_getcontexts_name",1608,Recursive
"rcevt_signal_name",1608,Recursive
"smd_handle_event",1608,Recursive
"smd_lite_init",1608,Recursive
"smdl_init",1608,Recursive
"sp_v2_rx_register_logging",1608,Recursive
"stream_router_svc_set_avsync_data_param",1608,Recursive
"timer_define",1608,Recursive
"timer_process_active_timers",1608,Recursive
"wls_save_status",1608,Recursive
"6XW3kTc9SC2H44X6VXACnV4r24CSPq8mDVOc3UXVZ2bCoH90Tm6COm43T39cOXVVn6CXA4q2PrS4CV",1600,Recursive
"7TnJtC2U3t24TH",1600,Recursive
"7TnJtC2UDt24TH",1600,Recursive
"ADSPPM_Init",1600,Recursive
"CTJntGXTh2CUn24TH",1600,Recursive
"CTJntOoTGC24tt7Tn2GCt24TH",1600,Recursive
"CTJnth6TU2ah224TH",1600,Recursive
"CTnJtCTTGX24tX2UCV24TH",1600,Recursive
"ChJntPaTT27Gt24TH",1600,Recursive
"H24Sho",1600,Recursive
"JtCPTPnoCtK",1600,Recursive
"MtMx_InPortToHonorTimestamp",1600,Recursive
"PTnJtCChTaCanH",1600,Recursive
"SlimBus_GetTxMsgBuffer",1600,Recursive
"TnJtC6nChJhCt22aa24TH",1600,Recursive
"TnJtCVnCmmnTX2aaC24TH",1600,Recursive
"TtJCT1nh2aqP24TH",1600,Recursive
"TtJCT_nh2aqP24TH",1600,Recursive
"WBkTUJtfaHT32hnWS47HC47SnaC1HtU8VVArBoPtQmCFUD3Tc8O2HZoVCXbQ",1600,Recursive
"WorkThread_Init",1600,Recursive
"XCTnJtChGtT4T222X6H24TH",1600,Recursive
"_Makewct",1600,Recursive
"sample_rate_conv_init_iir(samp_rate_converter*, unsigned short, unsigned long, unsigned long, unsigned long)",1600,Recursive
"voice_fe_filters_get_delay(VFEFilters_t*, unsigned long*)",1600,Recursive
"stream_router_svc_process_output_data_q_wait_state(stream_router_svc_t*, unsigned long, qurt_elite_bufmgr_node_t*, unsigned long)",1600,Recursive
"VCAPI_Init(ICAPIVtbl*, CAPI_Buf_t*)",1600,Recursive
"VCAPI_FourGVInit(ICAPIVtbl*, VoiceEncoderCapiType*, void*)",1600,Recursive
"dts_downmix_init(_appi_dts_downmix_*, appi_format_t const*, appi_format_t*)",1600,Recursive
"vprx_get_kpps_cmd(void*, elite_msg_any_t*)",1600,Recursive
"appi_visualizer_set_param(appi_t*, unsigned long, appi_buf_t const*)",1600,Recursive
"vptx_destroy_yourself_cmd(void*, elite_msg_any_t*)",1600,Recursive
"AudioDecSvc_DMLReqForPhyContiguousReg(AudioDecSvc_t*)",1600,Recursive
"allocate_memory_for_capi_v2_from_list(capi_v2_t**, capi_v2_list_t const*)",1600,Recursive
"capi_v2_voicewakeup_v2_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1600,Recursive
"AudioStreamMgr_PreOpenStreamCommonHandler(AudioStreamMgr_t*, unsigned char, unsigned char)",1600,Recursive
"_rtld_relocate_plt_objects",1600,Recursive
"afe_algo_data_logging_register",1600,Recursive
"amrwb_dtx_enc_reset",1600,Recursive
"appi_channelmixer_init",1600,Recursive
"avtimer_drv_hw_open",1600,Recursive
"ckBTDODtC_CXVUXnFthePvhzzQmA3FDAQSrzrAFc2maw3TF2",1600,Recursive
"ctm_Shortint_fifo_peek",1600,Recursive
"ctm_Shortint_fifo_pop",1600,Recursive
"ctm_Shortint_fifo_push",1600,Recursive
"cvd_cal_find_min_max_column_value",1600,Recursive
"cvd_cal_query_table",1600,Recursive
"cvp_find_wv_fens_from_matched_entries",1600,Recursive
"diagcomm_send",1600,Recursive
"ds1_mpi_add_abs",1600,Recursive
"ds1_mpi_read_binary",1600,Recursive
"eamr_sid_sync_init",1600,Recursive
"fcvt",1600,Recursive
"ftJCTonT2CHU24TH",1600,Recursive
"icbarb_init",1600,Recursive
"lsm_session_mmpm_config",1600,Recursive
"mTnJtCPaHVR2THCnTCCanH",1600,Recursive
"mTnJtCVaHVmnTX2aaC24TH",1600,Recursive
"nJtC8GtT412tCHT4CanH",1600,Recursive
"nJtCtGtT4T2U2hHt24TH",1600,Recursive
"qmi_client_init",1600,Recursive
"rcecb_create_name",1600,Recursive
"rcevt_create_name",1600,Recursive
"rfs_rfsa_close",1600,Recursive
"rqmf_process",1600,Closed
"rs_drv_ioctl",1600,Recursive
"secmath_BIGINT_modexp",1600,Recursive
"sio_open",1600,Recursive
"smd_lite_open",1600,Recursive
"smd_os_init",1600,Recursive
"smdl_rx_peek_ext",1600,Recursive
"smsm_qdi_driver_main_invocation",1600,Recursive
"sp_v2_ex_vi_fgt_lib_init",1600,Recursive
"stream_router_svc_init_s2d_drift",1600,Recursive
"tC2nTJC7j42V4a24TH",1600,Recursive
"tCPnTJTVhT2G6f24TH",1600,Recursive
"tCTnTJH9UUCXTCCanH",1600,Recursive
"tCTnTJV4Ha2toH24TH",1600,Recursive
"tCXnTJ2Hm62qnT24TH",1600,Recursive
"topo_db_add_internal_topologies",1600,Recursive
"topo_db_add_topologies",1600,Recursive
"vfr_driver_calc_drift_updates",1600,Recursive
"26CXS49H",1592,Recursive
"ASM_CheckIntraSessionTopoErrors",1592,Recursive
"BwHandleInitCb",1592,Recursive
"CTJntXPTPChTHCanH",1592,Recursive
"Ch2JPaTH",1592,Recursive
"HAP_diag_hook",1592,Recursive
"HAP_send_diag_msg",1592,Recursive
"MtMx_PortStateChange",1592,Recursive
"PTnJtCCXThCanH",1592,Recursive
"QURT_getNextIndex",1592,Recursive
"SlimBus_NextDataChannelControlInternal",1592,Recursive
"SlimBus_ProcessMasterRxMsg",1592,Recursive
"voice_log_get_buffer(void**, unsigned long, unsigned long)",1592,Recursive
"listen_proc_svc_get_param_handler(listen_proc_svc_t*)",1592,Recursive
"vptx_calc_near_far_relative_drift(vptx_t*, short*, short*)",1592,Recursive
"capi_v2_p_eq_create_new_equalizers(capi_v2_p_eq*, EQ_INST)",1592,Recursive
"stream_router_svc_custom_get_param(stream_router_svc_t*)",1592,Recursive
"ultrasound_proc_svc_circ_buff_alloc(ultrasound_proc_svc_t*)",1592,Recursive
"ultrasound_enc_svc_signal_detect_mode_handler(ultrasound_enc_svc_t*, elite_msg_any_t*)",1592,Recursive
"vprx_destroy(vprx_t*)",1592,Recursive
"vptx_get_kpps_cmd(void*, elite_msg_any_t*)",1592,Recursive
"capi_v2_voicewakeup_v2_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1592,Recursive
"_rtld_bind",1592,Recursive
"adsp_license_db_add_license",1592,Recursive
"adspmsgd_pl_init",1592,Recursive
"algo_data_logging_register",1592,Recursive
"amrwb_wb_vad_init",1592,Recursive
"cODDBkTUX_tXVCC930nhPXF24HvCa6aHJq12PRCm24nQmGPYDTFmDPFjATzOcFQARcTrZOmAmDaFziTjwR1RSTrgATQcBzmOmFY_QT2",1592,Closed
"ctm_Shortint_fifo_exit",1592,Recursive
"ctm_Shortint_fifo_init",1592,Recursive
"ctm_init_baudot_tonemod",1592,Recursive
"cvd_cal_linear_search_query",1592,Recursive
"deinit_baudot_tonemod",1592,Recursive
"deinit_tonemod",1592,Recursive
"diag_searchlist_delete",1592,Recursive
"elite_mem_map_get_shm_attrib",1592,Recursive
"fastrpc_kprocess_init",1592,Recursive
"hh2JXVTv",1592,Recursive
"ipc_router_core_build_body",1592,Recursive
"ipc_router_core_open_with_options",1592,Recursive
"ipc_router_event_notify",1592,Recursive
"legq_process",1592,Closed
"nhKDkT6S47HO2_iw24mD9Oo8UcVZ2bVXHCCX_UPnmCPJPJ",1592,Recursive
"nq2ICCS49H",1592,Recursive
"perf_pl_init",1592,Recursive
"prof_enable_task_profile",1592,Recursive
"prout",1592,Recursive
"prout",1592,Recursive
"prout",1592,Recursive
"pwrdb_setup_event",1592,Recursive
"qurt_elite_memorymap_heapaddr_mem_map",1592,Recursive
"rcevt_internal_register_sigex_add",1592,Recursive
"rfsa_close",1592,Recursive
"rpcversion_register",1592,Recursive
"smd_close_cb",1592,Recursive
"smd_loopback_server_update",1592,Recursive
"smdi_stream_state_machine",1592,Recursive
"smdl_write",1592,Recursive
"smdl_writev",1592,Recursive
"smp2p_read",1592,Recursive
"sp_v2_rx_lib_init",1592,Recursive
"tCTnTJG4zaCUTXCanH",1592,Recursive
"tCTnTJH9UCCXT4CanH",1592,Recursive
"tal_dma_open",1592,Recursive
"timer_client_init",1592,Recursive
"voice_mmpm_release",1592,Recursive
"xport_uart_power_down",1592,Recursive
"xport_uart_tx_cmd_ch_close",1592,Recursive
"2hJTa6TqH2P",1584,Recursive
"ABT_Handle_Interrupt",1584,Recursive
"AudioDecSvc_CreateCirBufs",1584,Recursive
"AudioDecSvc_CreateExternalBufs",1584,Recursive
"AudioDecSvc_CreateInternalOutputBufs",1584,Recursive
"CCfBvHza",1584,Recursive
"CTJntofTUCHTCCanH",1584,Recursive
"ChJnt1TTPCqTaCanH",1584,Recursive
"ChJnt_TTPCqTaCanH",1584,Recursive
"Core_Init",1584,Recursive
"DALRemote_ServiceRequest",1584,Recursive
"JtC4Tjn72CaC4TVCanH",1584,Recursive
"JtC6TmnHX2TCnTqCanH",1584,Recursive
"JtCPTPnoCt0",1584,Recursive
"JtCTThnVPTfC6TGCanH",1584,Recursive
"JtCaTHn4TVHCoTtCanH",1584,Recursive
"MtMx_SetupInputToOutputGainParams",1584,Recursive
"MtMx_SetupInputToOutputMuteParams",1584,Recursive
"RM_CreateClient",1584,Recursive
"SlimBus_ConnectPortToChannel",1584,Recursive
"SlimBus_DeallocMasterPorts",1584,Recursive
"TnJtCUt2GTt4tCHThCanH",1584,Recursive
"U8tdDkTSXmC8aP4cHm2iOD8C2VUobZXC_CHVUXn",1584,Recursive
"VmTnJtCXHTanVmCCaTaCanH",1584,Recursive
"XCTnJtCXGtT4T2VCCTUCanH",1584,Recursive
"XtJCTCnT2t2GTh4HC6TXCanH",1584,Recursive
"topo_set_param(topo_struct*, void*, unsigned long)",1584,Recursive
"vptx_cal_drift(vptx_t*)",1584,Recursive
"afe_svc_set_calib_data(unsigned long, unsigned long*, aprv2_packet_t*)",1584,Recursive
"audio_if_write_i2s_fmt(afe_dev_port*, short*, unsigned long)",1584,Recursive
"AudPP_AllocateOutputBuffers(_ThisAudDynaPPSvc_t*, unsigned long, unsigned long)",1584,Recursive
"vprx_aggregate_modules_delay(vprx_t*)",1584,Recursive
"ultrasound_enc_svc_validate_cfg(ultrasound_enc_svc_t*, usm_enc_cfg_blk_param_t*, unsigned long*, unsigned long*, unsigned long*, unsigned char*, unsigned short*, unsigned short*, unsigned long*, unsigned long*)",1584,Recursive
"capi_v2_dynamic_resampler_reinit(capi_v2_dynamic_resampler*)",1584,Recursive
"stream_router_svc_set_avsync_params(stream_router_svc_t*, unsigned long, void*, unsigned short, unsigned long)",1584,Recursive
"capi_v2_virtualizer_alloc_lib_memory(capi_v2_virtualizer*)",1584,Recursive
"ultrasound_dec_svc_update_media_fmt_handle(ultrasound_dec_svc_t*, void*)",1584,Recursive
"ultrasound_proc_svc_allocate_rx_out_buffers(ultrasound_proc_svc_t*, unsigned long)",1584,Recursive
"listen_proc_svc_deregister_sound_model_handler(listen_proc_svc_t*)",1584,Recursive
"ultrasound_proc_svc_allocate_rx_pattern_sync_free_form(ultrasound_proc_svc_t*)",1584,Recursive
"vptx_destroy(vptx_t*)",1584,Recursive
"vds_subscribe(void*, elite_msg_any_t*)",1584,Recursive
"vprx_get_param_cmd(void*, elite_msg_any_t*)",1584,Recursive
"switch_svc_process_output_buf_q(switch_svc_t*, unsigned long)",1584,Recursive
"appi_compressed_latency_set_param(appi_t*, unsigned long, appi_buf_t const*)",1584,Recursive
"CMp3EncoderLib::mp3_encoder_mem_info_alloc(void*)",1584,Recursive
"CFlacDecoderLib::CFlacDecoderLib(int&)",1584,Recursive
"CCapiUsDetectLib::Init(CAPI_Buf_t*)",1584,Recursive
"afe_sample_slip_init",1584,Recursive
"afe_sw_mad_send_data_to_client",1584,Recursive
"alloc_phy_mem",1584,Recursive
"amrwb_Init_write_serial",1584,Recursive
"amrwb_wb_vad_reset",1584,Recursive
"aprv2_cmd_alloc",1584,Recursive
"aprv2_cmd_free",1584,Recursive
"bgt_create_buffers",1584,Recursive
"ctm_Shortint_fifo_check",1584,Recursive
"ctm_polynomials",1584,Recursive
"cvd_cal_query",1584,Recursive
"cvs_mailbox_timer_init",1584,Recursive
"diag_add_event_listener",1584,Recursive
"diagcomm_send_ctrl",1584,Recursive
"diagpkt_get_registration_table",1584,Recursive
"diagpkt_mask_tbl_reg",1584,Recursive
"diagpkt_process_ctrl_msg",1584,Recursive
"dsm_queue_init",1584,Recursive
"eamr_sid_sync_init1",1584,Recursive
"gripe",1584,Recursive
"hTnJtCtCCnh6JaCaT2CanH",1584,Recursive
"ipc_router_core_find_all_servers",1584,Recursive
"mTnJtCXCTnnVmCCaTaCanH",1584,Recursive
"mod_table_register_static",1584,Recursive
"mod_table_register_static_override",1584,Recursive
"puts",1584,Recursive
"qurt_elite_bufmgr_poll_for_buffer",1584,Recursive
"rcecb_getcontexts_name",1584,Recursive
"rcecb_register_add",1584,Recursive
"signal_group_invoke",1584,Recursive
"smd_target_init",1584,Recursive
"sp_v2_ex_vi_create_resampler",1584,Recursive
"stream_router_svc_check_recreate_out_buf",1584,Recursive
"t7TnJtCC3TUCanH",1584,Recursive
"t7TnJtCCDTUCanH",1584,Recursive
"tCGnTJoTOtn4T27CttCCTGCanH",1584,Recursive
"tCTnTJahPtCGT7CanH",1584,Recursive
"tCUnTJ6Th2ChTaCanH",1584,Recursive
"tChnTJXTGnCUTCCanH",1584,Recursive
"wls_dump_status",1584,Recursive
"z7nhaaCtP8m_XXVCCFUtVCRPXHtnC84AC7jP",1584,Closed
"3kT2qC3S49H4Cnm6tO44PACXVCm23OD8UcVmobZXHCdTC9RDYmm4nOCt46CPACPV4XP",1576,Recursive
"AFERead",1576,Recursive
"AFEWrite",1576,Recursive
"ASM_SortStreams",1576,Recursive
"AfeOsalAllocDmaBuf",1576,Recursive
"AfeOsalAllocDmaBufLpa",1576,Recursive
"AxiCfgInt_Init",1576,Recursive
"Clock_InitXO",1576,Recursive
"FdFTAAFF_amnTXCVahUHTT6a9",1576,Recursive
"Hal_Init",1576,Recursive
"MtMx_CheckIfInportMovesAnyOutportToActiveState",1576,Recursive
"MtMx_GetParamHandler",1576,Recursive
"QDI_ADSP_AMDB_Init",1576,Recursive
"SlimBus_DeviceClose",1576,Recursive
"Xd3kToAC9Cn7SH2H42ascmUl424tD7TO0AC9CCoRnPH2n",1576,Recursive
"vprx_cal_drift(vprx_t*)",1576,Recursive
"log_alloc_buffer(unsigned long, elite_qxdm_log_code, elite_log_data_format)",1576,Recursive
"vptx_sns_qmi_init(void*, qurt_elite_channel_t*, unsigned long, unsigned long, unsigned long)",1576,Recursive
"afeIoctlGlobalProp(_AFEIoctlPropInfoStruct*)",1576,Recursive
"afe_algo_add_client(unsigned short, unsigned short, unsigned short, unsigned long**)",1576,Recursive
"avsync_lib_set_param(void*, unsigned long, void const*, unsigned long)",1576,Recursive
"voice_slow_talk_init(slow_talk_struct_t*)",1576,Recursive
"voice_dtmf_detect_init(dtmf_detect_struct_t*, unsigned long, unsigned long)",1576,Recursive
"afe_aanc_circ_buf_alloc(circ_buf_state_t*, unsigned short, unsigned long)",1576,Recursive
"avsync_lib_init_s2d_drift(void*)",1576,Recursive
"audio_if_write_non_i2s_fmt(afe_dev_port*, short*, unsigned long)",1576,Recursive
"appi_create_new_pbe_lib_inst(_appi_pbe_t*)",1576,Recursive
"ultrasound_enc_svc_create_lib(ultrasound_enc_svc_t*, ultrasound_enc_svc_init_params_t*)",1576,Recursive
"afe_port_pool_vfr_drift_update(vfr_src_state*, afe_dev_port**, unsigned short)",1576,Recursive
"appi_mbdrc_init_allocate_lib_memory(_appi_mbdrc_t*)",1576,Recursive
"appi_visualizer_destroy_and_create_library(_appi_visualizer_t*)",1576,Recursive
"vmx_workloop(void*)",1576,Recursive
"appi_pu_create_buffers(unsigned char**, unsigned long, unsigned long)",1576,Recursive
"venc_calibration_cb_func(cvd_cal_param_t*, void*)",1576,Recursive
"vdec_pp_calibration_cb_func(cvd_cal_param_t*, void*)",1576,Recursive
"ultrasound_proc_gesture_svc_custom_msg_handler(ultrasound_proc_gesture_svc_t*, elite_msg_any_t*)",1576,Recursive
"CdolbyHeAAc::SetParam(int, int)",1576,Recursive
"CVorbisDecoderLib::CVorbisDecoderLib(int&)",1576,Recursive
"CWmaProDecoderLib::CWmaProDecoderLib(int*)",1576,Recursive
"CWmaStdDecoderLib::CWmaStdDecoderLib(int*)",1576,Recursive
"CEtsiAmrWbPlusDecLib::CEtsiAmrWbPlusDecLib(int&)",1576,Recursive
"adsp_license_store_add_license",1576,Recursive
"afe_dev_create_working_buffers",1576,Recursive
"afe_log_alloc",1576,Recursive
"afe_pop_suppressor_init",1576,Recursive
"afe_port_client_disconnect_handler",1576,Recursive
"afe_port_data_logging_deinit",1576,Recursive
"afe_port_set_feedback_path_params",1576,Recursive
"appi_genericresampler24src_set_media_format",1576,Recursive
"appi_msiir_create_new_msiir_filters",1576,Recursive
"apr_init",1576,Recursive
"diagcomm_buffer_enqueue_stream",1576,Recursive
"elite_mem_req_rel_lpm_bw",1576,Recursive
"f8T77Tq34eH2X4TV3",1576,Closed
"fwrite",1576,Recursive
"listener_hexagon_init",1576,Recursive
"log_alloc",1576,Recursive
"logex_core_process",1576,Closed
"mvm_ccm_update_system_config",1576,Recursive
"oDDkTSqR8PH24qHm2z8WRPPH2UPmP",1576,Recursive
"open_mod_table_open_from_static",1576,Recursive
"perror",1576,Recursive
"pthread_mutex_lock",1576,Recursive
"qmi_client_notifier_init",1576,Recursive
"qurt_elite_queue_create",1576,Recursive
"qurt_elite_timer_create",1576,Recursive
"rcecb_map_name",1576,Recursive
"rcevt_map_name",1576,Recursive
"remote_heap_mgr_init",1576,Recursive
"remotectl_ctor",1576,Recursive
"rfsa_thread_lock",1576,Recursive
"rpm_key_compose_data",1576,Recursive
"rpm_mq_put",1576,Recursive
"siors_mdd_api_dev_init",1576,Recursive
"siors_mdd_api_dev_transmit",1576,Recursive
"sleepLPR_query",1576,Recursive
"smdl_read_packet_header",1576,Recursive
"smem_log_event6",1576,Recursive
"smp2p_os_log",1576,Recursive
"timer_task_init",1576,Recursive
"voice_ctm_rx_resampler_init",1576,Recursive
"voice_ctm_tx_resampler_init",1576,Recursive
"xport_uart_sio_transmit",1576,Recursive
"xport_uart_wakeup_tx",1576,Recursive
"4S7nhFHw2jwOmVCUnXH2n",1568,Recursive
"7nhF42SjwHmVCUnXH2n",1568,Recursive
"AudioDecSvc_CheckCreateScratchBufs",1568,Recursive
"AudioDecSvc_CreateInternalInputBufs",1568,Recursive
"AudioStreamMgr_AllocateSession",1568,Recursive
"AudioStreamMgr_RegisterQs",1568,Recursive
"CnqdDkTSC9ICX_4cHm2iOD8C2VUobZXC_CHVUXn",1568,Recursive
"DTSDwnMixInit",1568,Recursive
"JfWBkTDTatU3HhO7Sn2H4VPJVJcP4VBtHXQmCFUD3Tc8O2HZoVCXbQ",1568,Recursive
"PPc7nh4XOVt46CqlnPS4hV",1568,Recursive
"QTFr_aGPtmVCHH29J_CTCHHMXw84C",1568,Recursive
"VDDDigLPR_initialize",1568,Recursive
"Vh2JGnTf",1568,Recursive
"_Getlname",1568,Recursive
"_Makestab",1568,Recursive
"swmad_algo_init(capi_v2_swmad_t*)",1568,Recursive
"listen_proc_lab_init(lsm_lab_struct_t*, unsigned long, short, unsigned long)",1568,Recursive
"vdec_init_pp_circbuf(vdec_pp_t*)",1568,Recursive
"appi_delay_create_buffer(appi_delay_t*)",1568,Recursive
"listen_proc_lab_setparam(listen_proc_svc_t*, unsigned long, unsigned long, signed char*)",1568,Recursive
"voice_dtmf_resampler_init(dtmf_gen_struct_t*)",1568,Recursive
"topo_allocate_temp_buffers(topo_t*)",1568,Recursive
"vprx_aggregate_modules_kpps(vprx_t*, unsigned long*)",1568,Recursive
"capi_v2_p_eq_malloc_eq_instance(capi_v2_p_eq*, EQ_INST)",1568,Recursive
"stream_router_svc_get_avsync_params(stream_router_svc_t*)",1568,Recursive
"ultrasound_svc_circ_buff_copy_to_buff(us_circ_buff_state_t*, short*, long, long long)",1568,Recursive
"afe_port_loopback_disconnect_from_src_port(afe_dev_port*)",1568,Recursive
"VCAPI_EvrcInit(ICAPIVtbl*, VoiceEncoderCapiType*, void*)",1568,Recursive
"VCAPI_G711Init(ICAPIVtbl*, VoiceEncoderCapiType*, void*)",1568,Recursive
